Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
301000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.455282
302000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.238347
303000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.248135
304000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.933253
305000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.212104
306000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.108125
307000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.236491
308000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.328932
309000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.605661
310000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.306296
311000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.131715
312000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.201753
313000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.940491
314000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.185531
315000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.211757
316000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.260332
317000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.362160
318000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.534784
319000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.293204
320000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.300302
321000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.203469
322000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.197329
323000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.896674
324000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.903421
325000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.065432
326000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.438944
327000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.271994
328000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.365577
329000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.296793
330000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.487565
331000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.155343
332000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.583546
333000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.282906
334000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.326464
335000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.946055
